AnnualRainfall,SeasonalRainfall,Temperature,Humidity,RiverLevel,SoilMoisture,WindSpeed,Pressure,Visibility,CloudCover,Flood
3428,2970,20,54,4.345446681090859,56,71,996,4,49,0
2129,837,18,75,9.015849022641373,56,51,1016,4,44,0
3051,2486,31,76,6.508984684657033,83,38,1013,8,90,1
2521,2711,35,68,8.885299149656587,78,16,971,7,83,0
1446,2700,35,54,5.74335392425839,64,31,1029,5,44,0
3121,983,35,66,1.8088342362040595,35,73,1028,7,85,0
1964,1096,30,88,5.1695870415979135,45,72,1018,8,53,0
693,570,30,94,8.398292921581284,50,32,1026,8,74,0
1346,686,36,47,2.746933904503973,46,75,1023,7,77,0
3262,2237,25,99,1.8209285087738478,62,49,1029,7,73,1
1915,2412,16,96,3.9649126450443406,34,6,951,9,20,0
3597,1560,31,68,4.500080475761257,77,13,974,5,37,0
1958,391,29,58,3.7563190876531394,68,35,1010,8,35,0
2720,929,32,70,2.217167070621004,98,40,954,2,75,0
3871,2461,24,48,3.2575587374954305,44,19,977,8,93,0
2168,2821,20,49,7.140541641418993,87,66,1015,1,50,0
2873,1156,35,76,4.473356646638475,55,35,964,9,67,0
1933,580,30,49,6.6929450015670024,99,31,1004,1,96,0
1641,2920,19,93,5.826734019268592,66,6,987,8,53,0
3383,997,26,72,5.941476458719021,78,77,972,3,53,0
2310,438,20,64,3.236946021530164,71,47,963,4,79,0
1223,2947,28,96,5.693887294913634,59,5,981,7,95,0
724,1305,37,93,1.212352424768816,62,13,993,3,56,0
1031,1586,30,95,4.885693680924335,75,64,1019,9,59,0
612,2752,39,43,6.153605408709236,22,6,1007,3,36,0
2687,2449,21,92,2.6379605921869835,90,62,953,8,60,1
1058,1727,16,44,3.3090265562405623,31,69,1011,8,75,0
2548,1867,20,62,2.9757791783405745,84,16,1009,3,73,0
2637,236,23,78,1.6350215973888176,62,59,1024,3,98,0
1153,2891,21,94,4.13071589026081,89,14,1008,5,32,0
819,2196,16,44,9.810691898067455,65,69,1024,8,65,0
2073,1625,33,91,4.18492365817249,79,69,978,6,91,0
2328,2953,22,47,5.144829596532781,80,65,968,5,36,0
2417,2792,25,56,6.877785258607377,68,79,966,5,30,0
638,1690,39,40,6.836479760521964,44,73,953,6,59,0
3392,1424,18,93,9.549054820167617,22,39,993,8,65,0
2526,2787,30,89,8.718077263592127,87,15,953,6,84,1
2806,2222,39,51,8.14555618394637,82,72,1008,7,51,0
1401,2641,32,74,9.564645032004796,49,42,961,9,71,0
1189,1032,27,91,3.0768884693485443,23,43,996,7,29,0
2539,796,19,53,6.553487751596133,97,25,956,9,78,0
509,2640,16,87,8.984770900499406,90,40,961,1,34,0
760,899,25,57,6.617243424502917,40,76,1020,3,22,0
2442,1846,15,49,9.796784271461826,90,24,1003,6,28,0
2173,2218,27,94,1.903174425157411,20,47,1007,3,27,0
2719,640,19,54,4.953974525138802,79,25,1012,2,93,0
3445,2060,32,81,9.796266171177725,53,39,964,5,27,1
2560,1840,28,72,4.416112257129332,22,68,986,1,35,0
1691,1729,27,58,7.65600737589374,37,36,1005,5,30,0
2119,2567,21,73,1.2736261097078425,62,40,1022,8,42,0
820,2800,22,84,7.253534031672817,95,73,1029,9,75,0
1842,1294,32,64,9.411640592748206,97,56,980,6,75,0
2136,767,21,55,4.444356566710025,60,8,964,4,41,0
2876,435,34,47,1.1916985413423653,43,11,951,3,37,0
3332,1504,31,74,1.2511882395593545,43,75,962,8,58,0
3324,1385,30,60,9.028209751399801,22,28,954,2,22,0
2494,1232,25,58,7.502644963866356,78,25,997,8,27,0
3458,2307,33,85,1.9601774580392184,77,61,982,7,24,1
2443,2040,15,50,1.491312493460769,92,77,981,2,24,0
2538,424,35,83,8.243428272539315,43,23,1002,2,38,0
3990,2042,22,50,8.288745695248231,85,32,970,2,80,0
1618,2947,15,99,2.084696558128441,59,36,1015,1,65,0
2104,781,23,50,3.713683634997731,90,38,1010,7,37,0
2865,368,33,61,8.020234581165006,28,20,1003,8,80,0
735,1665,35,60,5.728708638586057,79,42,1024,7,79,0
2469,213,23,66,9.609263746527695,58,79,990,4,21,0
833,2411,35,57,5.329563808114044,52,8,987,9,69,0
2408,1643,39,81,7.092621438089614,53,60,982,2,82,0
875,2070,24,87,5.588050291674258,81,44,957,5,90,0
1660,1743,38,79,9.486689461165412,80,54,985,2,68,0
3135,1889,37,77,4.58793182860848,46,44,982,3,99,1
2070,1771,25,69,3.0681680966074003,36,53,978,2,90,0
3060,1251,15,90,3.9397047425289387,79,52,1006,8,37,0
1819,1931,34,84,8.674976837487062,61,10,1021,6,35,0
3891,645,39,86,5.4814470716092005,66,9,1010,5,65,0
3465,915,22,84,4.188270731520151,72,49,1004,5,44,0
2355,1018,34,72,5.8983401962853454,40,20,1001,9,27,0
1872,2351,26,60,2.1990673654915813,27,21,992,2,83,0
1372,2989,15,99,1.0482337416303649,92,63,975,1,33,0
1752,625,24,98,3.525262153241417,77,60,951,6,41,0
2817,1324,18,41,6.445051478051881,87,39,1004,8,97,0
2351,1764,29,52,7.4051269269524855,82,12,967,8,54,0
3345,2886,33,41,8.4394986971677,78,65,999,6,70,0
1814,1049,20,96,9.339972034550227,49,31,994,3,95,0
1224,1745,19,82,4.709011122682913,44,24,964,3,62,0
3736,1329,19,84,7.6646511960170916,75,61,956,2,94,0
2552,1902,32,70,1.672056371782563,53,74,976,2,22,0
3398,2201,17,49,1.5177699889487208,69,27,989,2,92,0
3950,476,36,62,2.123181927875409,21,6,966,7,74,0
577,2006,16,61,5.037121880476861,96,31,981,9,38,0
3981,2435,18,86,2.901532946488749,72,36,965,7,61,1
3121,2139,32,68,3.582324477440342,60,54,1012,8,80,0
631,2352,23,72,6.830921561610724,42,68,1027,5,42,0
1100,745,33,70,4.226699609225614,80,44,1009,2,99,0
2272,2627,24,53,6.016344019462199,50,37,1001,8,23,0
1565,309,36,49,4.71163381062933,85,33,1029,5,84,0
2636,744,29,57,2.520723299678376,21,37,998,9,23,0
2949,2601,15,50,1.666179912303047,88,21,998,6,78,0
2843,942,25,78,3.1260834577889907,79,78,1029,7,99,0
2363,2564,28,86,1.5193042254193991,97,69,975,1,49,0
1818,1489,24,42,6.567507639008262,42,47,1000,8,52,0
1115,2075,33,41,8.161458413194904,76,67,992,7,99,0
3347,1288,38,93,4.0576669141366075,54,62,1019,7,52,0
2969,532,35,47,4.483999498171224,20,47,1020,7,39,0
2388,1736,30,70,8.345719564833761,67,41,958,7,67,0
1546,1356,22,47,3.003516211362043,68,50,993,1,46,0
1074,791,16,82,2.0724423867538677,59,29,1013,9,51,0
2690,982,37,87,5.510063055979778,81,71,951,7,46,0
1492,739,39,41,6.815711525799134,34,55,985,7,44,0
3212,2982,21,61,6.396889825418313,49,78,952,1,85,0
2692,1758,33,99,7.424857407467627,40,42,1003,6,31,1
1748,1719,21,44,1.510760639557215,27,42,970,8,65,0
3554,2868,29,46,4.8538145148253555,26,5,1016,5,67,0
1002,818,22,59,3.147134715511238,53,58,958,1,94,0
2497,2033,28,67,7.8320913359142175,83,69,961,5,56,0
1320,1191,15,52,8.854574356543147,61,26,1021,2,23,0
2651,2346,27,41,3.532021667257734,72,65,986,2,80,0
3610,2564,17,71,1.8569627116246745,89,62,986,4,90,0
2470,2370,35,65,3.2808516579225717,29,58,1016,4,66,0
697,1816,20,42,1.9360764015302772,77,23,1005,7,66,0
2169,1718,33,80,3.9017994950210837,23,74,1012,9,36,0
3126,2704,29,81,5.843787204896431,27,38,975,2,51,1
2938,721,18,95,9.763128589583857,31,48,995,8,29,0
1702,2767,35,52,4.594332289162226,44,71,1002,8,69,0
3101,1116,17,96,2.98035931469159,46,56,1009,8,94,0
1971,916,18,60,2.5012156633375158,21,26,981,9,78,0
3586,2562,19,84,2.557357895248084,92,33,1011,9,37,1
2146,2956,32,76,2.7333791493531328,74,18,996,7,85,0
2192,2957,39,62,7.860403202837023,77,66,1010,5,54,0
1812,2136,24,46,1.5492494028917791,52,19,953,7,25,0
2535,759,22,56,9.976624362487307,68,18,951,7,22,0
977,1168,26,67,5.7041775204963505,24,71,972,7,90,0
1754,2603,36,86,5.898447048707431,66,26,1004,8,54,0
1422,1277,17,69,4.218074908296444,43,11,990,2,96,0
919,1089,32,44,7.212298234709084,63,11,1017,4,85,0
2704,992,37,63,5.243107067927179,87,21,986,9,85,0
3097,2512,22,46,3.9615515646809483,33,36,960,4,70,0
1620,1181,15,98,3.386245633372386,55,60,985,2,91,0
3568,1001,28,73,9.330860862399335,70,66,964,7,92,0
3544,242,36,95,3.6189056354717817,25,62,1016,6,53,0
3982,1809,37,89,4.927539334868578,36,62,979,4,58,1
1450,1977,27,81,4.153072619048214,91,7,1006,8,68,0
2836,549,39,72,1.7756094468523236,70,5,1011,6,66,0
1777,1767,26,98,2.673409550340404,71,71,982,8,55,0
2743,1329,17,66,2.7055177779374384,31,24,1014,4,41,0
3145,2248,32,53,7.242845629506894,20,66,950,2,96,0
2357,1980,35,98,4.659268689692283,30,60,952,6,63,0
1016,783,27,58,8.037708067635927,35,57,958,9,86,0
2158,631,29,87,7.380558319007413,28,69,981,9,80,0
2365,2132,24,90,2.728447897564339,27,60,1026,9,28,0
3412,2300,15,77,6.066252281080906,44,49,994,3,67,1
1641,2767,20,51,7.686179614439225,93,22,1006,3,37,0
3353,1548,23,42,6.697386311281507,59,52,970,3,48,0
2432,2394,24,46,6.400148572791828,86,42,972,5,67,0
3730,2230,29,95,7.656497986606912,42,26,1026,5,31,1
1314,1389,23,74,1.511026653306762,81,79,975,5,58,0
2775,1362,37,64,7.582797526252896,42,75,1021,8,42,0
2400,2876,28,88,3.453897368380855,63,77,979,8,38,0
2763,498,25,54,6.146850290584187,75,5,1018,8,43,0
3495,2139,21,58,3.180744952268567,87,46,973,9,63,0
2562,988,38,99,8.549358149861538,42,76,1023,6,68,0
3728,1049,16,58,5.3250341887068044,28,79,1013,2,93,0
3832,2425,28,62,6.786470908224852,23,73,984,9,23,0
3728,1577,20,50,8.146738391290553,53,33,971,6,81,0
2594,1377,19,98,9.05783729564228,53,10,988,1,37,0
2871,2149,19,60,7.588558873624069,61,60,1004,5,79,0
3391,1077,33,91,2.3389171857136515,22,16,956,7,83,0
629,1338,33,73,8.690791326272079,53,43,1011,1,39,0
3982,1777,20,78,6.567201242789555,62,75,988,7,71,1
594,2692,24,90,6.485047825422463,86,16,969,5,55,0
3174,2955,37,46,9.292065038244294,56,37,1005,5,81,0
3302,2849,28,81,3.239484000992948,31,57,1015,2,67,1
2455,1846,31,83,3.1562885664462996,35,23,964,4,76,0
3863,2103,17,94,5.618741992254657,81,62,1023,9,76,1
1293,1582,15,66,7.757767598813786,36,47,970,2,60,0
2334,344,24,89,5.025166374056583,34,77,1028,9,72,0
3854,2522,17,62,6.70502250903162,45,49,983,8,81,0
2616,2756,19,77,5.072722518004469,64,23,984,4,48,1
2183,1402,39,97,6.4934846243827185,21,41,954,2,58,0
510,2061,33,59,8.4003607235234,36,15,1005,6,29,0
3825,2054,24,66,2.6242902648183097,84,60,956,7,80,0
2365,2724,39,92,7.2584068060538565,49,29,1002,2,75,0
3419,2066,30,99,8.08683165404365,87,73,993,8,28,1
3097,1298,15,47,5.024002667336042,63,49,1007,9,69,0
3705,1351,20,76,3.9091021936106882,79,66,991,5,94,0
1211,1934,23,42,1.1218989153196186,20,18,967,6,31,0
2570,2913,19,41,8.173945201006841,38,38,955,6,21,0
1314,767,28,61,3.9514479313238926,52,64,953,2,92,0
845,2013,24,45,4.215785224672452,55,68,1018,1,36,0
2849,730,16,78,4.02405546788931,96,74,963,5,54,0
862,2406,19,79,5.488653977311043,97,55,990,6,65,0
2943,1761,15,75,7.322496158971694,43,46,996,1,86,0
2765,880,39,83,7.946768179004597,44,25,1002,8,89,0
2688,2270,24,63,4.533136483628425,30,9,970,5,54,0
3505,1270,39,51,6.967918315406521,28,70,962,5,98,0
3781,2772,36,56,7.486158252441837,25,74,1015,8,91,0
1484,928,23,61,3.672255985096434,77,65,964,8,53,0
3540,1929,17,93,1.8695932258338395,48,12,1029,9,30,1
2139,2391,29,58,9.051991485800162,92,70,994,4,22,0
1327,867,18,48,7.094043746034336,98,66,1014,3,29,0
3230,1812,27,51,6.8329936798866235,30,24,995,2,31,0
3551,880,20,99,1.5301226369078018,42,8,952,1,70,0
855,1172,34,71,8.360857517535338,45,19,966,5,78,0
3555,2332,31,92,6.094487404774478,20,60,966,6,21,1
1847,2663,37,70,8.630959755858095,66,24,969,8,21,0
3704,2941,19,56,9.771050653630853,60,28,953,6,24,0
3435,2729,29,62,9.61390288792218,42,13,1024,2,41,0
2363,2703,22,49,8.704804117511868,24,25,964,8,52,0
626,1026,39,69,1.09852636448232,69,45,1006,5,88,0
3677,496,19,58,8.971544874132608,28,17,994,3,47,0
3556,1453,38,65,1.6755608244488096,23,9,976,6,77,0
1103,2927,27,65,8.660745731590906,90,68,969,6,33,0
3949,2625,15,50,3.5215666175046128,84,50,1028,3,69,0
2428,2668,15,59,6.4906150468003085,99,75,955,7,93,0
1513,2352,21,93,1.342614080348917,76,74,967,7,60,0
550,1928,36,95,7.940635265064053,44,63,998,7,34,0
3600,2224,19,84,2.0053551000967436,77,55,973,8,93,1
3867,529,28,43,4.696193545081947,25,20,960,7,87,0
3868,2686,29,86,8.357014020927712,33,55,967,4,62,1
3326,1355,35,51,7.258140968575017,82,46,984,5,74,0
1930,2090,39,64,1.0543842717226022,94,15,1004,4,68,0
2292,581,31,95,4.6272910108829395,84,72,977,2,37,0
3361,2385,38,97,1.3773476526805721,71,56,985,7,44,1
2136,1042,32,49,7.0614987473662225,84,77,973,3,31,0
3976,2517,21,61,9.720536425779892,27,14,982,1,74,0
3917,595,36,46,6.897351360706833,27,76,986,1,66,0
2145,2711,32,63,3.019351880058002,33,67,962,9,86,0
2967,649,33,41,4.1970972885988616,43,40,965,3,90,0
1705,1554,34,71,9.78985500092621,83,49,992,7,83,0
3530,2186,21,60,3.0164717082911503,44,10,1022,9,79,0
3372,1508,22,46,6.053761657489984,25,10,999,7,62,0
3572,1497,27,47,4.604084278135703,20,70,962,8,56,0
2354,2267,32,92,7.914837681353995,52,77,1020,6,51,0
1066,2486,38,90,8.806503447818983,33,68,984,3,71,0
2918,1493,25,77,4.067535469152671,82,42,1022,1,72,0
1435,2665,23,60,6.943567273294443,75,73,984,8,75,0
2434,2049,37,47,5.941429277659545,81,65,973,6,91,0
3208,385,15,96,3.5060004104989004,47,78,1002,2,21,0
3516,1433,36,64,3.4474672253170153,48,67,988,8,67,0
1832,1637,22,67,5.847684827790736,42,75,968,4,35,0
3708,452,35,67,2.3860258617906984,63,24,993,9,55,0
701,218,26,93,8.297289068342243,57,79,995,9,29,0
2860,2959,16,70,1.6210435528036182,68,68,994,9,98,0
616,1359,29,91,1.851170375874847,62,41,981,4,37,0
1436,422,35,75,4.080036780345408,29,40,954,6,21,0
1074,202,38,64,2.0628258237742,46,14,1025,4,59,0
2791,1459,32,91,5.281300191299432,27,38,955,5,61,0
1036,1053,31,95,4.5970830139768335,87,49,956,7,44,0
2125,1688,29,80,7.496288162971453,49,67,964,7,20,0
2622,427,34,76,9.577037396887484,32,17,1022,6,35,0
885,1877,34,77,7.782027262652134,77,29,969,4,61,0
3781,698,23,90,2.6150379659254392,22,48,1008,5,56,0
974,2768,17,51,9.419691569179628,24,78,953,5,56,0
917,2949,34,76,4.529200892977605,41,28,1023,9,90,0
2894,2085,33,76,5.267704248342216,77,73,989,6,25,1
3187,2215,32,70,4.794186136335719,85,78,1014,4,97,0
1438,1362,34,57,3.5249232095894705,59,51,984,6,41,0
1454,1499,22,65,9.055398590177354,24,54,993,7,93,0
1375,2538,15,45,3.990149793069545,35,40,956,7,65,0
1262,1276,38,48,6.207368227115917,34,37,971,3,59,0
1702,914,38,50,3.160302259368972,96,7,972,6,73,0
1705,1147,29,70,8.176378372931623,94,35,1014,7,65,0
1163,2895,33,94,7.967787935762679,99,64,969,1,55,0
524,2931,24,85,3.6668092460233956,37,33,981,4,60,0
2490,1069,26,95,7.133986658291082,66,48,985,7,86,0
1703,1270,20,41,7.334861797854547,23,49,967,1,42,0
1209,293,27,98,6.062602744942896,72,46,982,8,62,0
2379,759,18,68,6.405385440445031,77,25,1018,6,80,0
1684,1975,27,85,6.170091744617162,94,36,958,6,36,0
2724,2460,31,96,1.7367796359536105,77,32,991,3,84,1
784,635,15,90,7.032388102424065,78,51,1020,6,22,0
562,1051,19,81,5.227975088548221,53,51,1028,4,97,0
1502,2755,38,44,4.946115524872722,49,21,953,9,94,0
1161,2898,31,62,8.739992969036207,73,33,995,4,49,0
3213,404,32,75,1.2090404211500594,87,52,1021,6,40,0
2703,2628,21,46,3.2618342616287963,97,6,973,6,35,0
1992,1299,30,95,2.092631498584717,94,37,1021,1,81,0
3620,276,22,52,1.3180694014875318,87,67,1018,4,79,0
1466,1015,26,81,3.481092979083528,45,72,972,9,28,0
1348,967,28,49,9.896286455152099,22,43,1004,6,85,0
1607,2657,33,75,3.432062558868164,76,9,964,4,45,0
3932,305,25,55,6.973352378161942,56,72,1000,7,86,0
1188,2798,26,54,2.064690010366493,57,56,999,7,34,0
647,2335,27,92,6.4166286704250695,60,56,996,5,31,0
841,1946,22,82,9.86033334824482,23,33,974,4,38,0
3023,1665,15,58,3.626537711144188,45,41,988,4,33,0
1586,2787,23,60,8.632680547380247,58,12,1017,7,34,0
2224,444,16,95,9.97814242329882,61,24,995,6,30,0
1883,2825,28,74,6.296986798486696,30,45,1021,4,82,0
3108,1605,27,54,3.7846099038523184,30,74,962,3,62,0
826,1181,30,87,7.061781339092406,73,40,987,2,86,0
2292,2964,16,53,8.60363385641757,57,36,985,4,62,0
2259,1936,18,68,2.542152186657805,39,9,986,7,20,0
3712,341,26,44,5.07264187457308,45,24,991,2,23,0
1489,1092,30,97,3.8726893911145686,95,72,968,9,44,0
2762,1591,24,88,3.550230972661419,33,26,986,9,93,1
2982,2599,17,57,8.747391346661553,69,35,1014,6,72,0
1451,744,18,90,4.7948860613965465,44,45,988,9,54,0
1222,2399,20,40,4.051687076235215,74,9,975,1,44,0
3889,1669,37,66,6.431594872834123,70,14,991,6,22,0
2579,2900,19,99,2.9746142167364313,29,79,1011,3,70,1
3217,962,32,66,3.069041415112711,33,41,1002,6,69,0
2832,823,17,64,5.6825985778435415,24,60,1016,5,32,0
3876,855,24,80,4.683454557815657,76,28,999,5,54,0
928,2697,25,60,3.65484145530092,41,20,1018,1,74,0
2000,2968,33,53,1.4855601904669198,94,6,978,5,37,0
785,1447,28,91,5.686968147746694,48,19,951,6,70,0
3715,242,35,92,8.349482850409675,26,45,967,1,49,0
3995,2511,25,59,8.662394847574522,37,67,1009,7,59,0
3590,1226,35,67,3.118959817534722,50,53,963,1,49,0
2565,1860,18,60,6.396770835527395,62,30,989,7,77,0
1268,1491,38,62,8.702931785166463,54,70,1013,9,84,0
3137,795,36,50,4.678533354486383,90,33,979,7,91,0
1894,1212,20,95,9.389231355767757,23,74,978,5,31,0
3746,2424,31,41,9.126806762165977,70,64,978,3,27,0
3557,2310,36,59,2.8732050767692847,49,69,968,7,94,0
693,1157,33,63,3.330683496101834,72,44,1007,6,97,0
3049,760,27,94,2.6239779878137197,93,15,989,8,37,0
1487,1530,36,64,2.7644891630923207,33,56,958,8,84,0
1636,1512,24,76,9.170758784561482,55,77,1026,6,29,0
2661,2021,25,61,9.380241182733606,31,68,980,7,56,0
3793,1750,20,98,1.4670751706661784,95,7,1027,3,48,1
2201,1049,16,63,6.342430201049843,53,15,964,4,65,0
1446,1478,15,54,6.078084065718144,45,32,983,7,63,0
1330,2851,25,51,4.514928820520138,25,66,1011,6,55,0
2420,1733,30,85,6.685278335407963,72,52,1023,3,37,0
3835,2014,17,70,9.52631042959765,34,32,1006,7,98,0
3472,1941,19,82,2.5322939444993153,38,50,970,3,51,1
554,805,29,70,2.0836981874481006,66,68,1003,8,39,0
1299,1686,29,92,1.300515137460781,96,59,986,7,53,0
1277,1494,18,69,4.274499770561291,80,6,989,4,92,0
1981,945,37,80,4.038656293700795,71,79,969,1,60,0
2401,757,18,59,4.877377193427796,37,20,1020,6,54,0
2709,2311,22,47,5.529790277928541,79,15,967,5,76,0
3951,1141,21,83,7.820415946274092,66,7,993,9,46,0
2634,2496,39,69,4.529020514117665,76,59,1005,6,37,0
554,1469,31,74,3.975517984251102,52,46,966,1,40,0
2323,1139,29,60,8.441909382336643,51,33,991,3,37,0
1701,1810,19,86,8.648170035882908,23,73,1020,2,46,0
3962,2404,27,79,3.0948936786401786,60,35,977,3,47,1
3920,2982,18,97,3.8320464044017752,38,29,970,1,34,1
3579,1925,36,67,8.426047338190795,26,10,986,2,64,0
1332,1184,31,78,1.7146741986798835,45,64,972,8,66,0
812,1787,36,56,3.9326210235166412,70,71,997,3,55,0
3306,1536,31,51,5.035150963367751,75,26,1008,9,38,0
2358,2074,28,91,2.683644536805139,90,45,1023,4,64,0
2507,861,28,89,2.6192277694962836,94,57,1001,2,76,0
2506,232,31,57,4.823758522121759,70,64,966,7,95,0
2990,2016,22,86,7.790695522613701,27,43,987,9,48,1
2290,2805,16,94,8.562096815928648,32,59,950,5,35,0
827,2320,27,67,9.81311583282556,51,34,1024,1,41,0
3625,2089,36,99,1.6658564508254714,53,75,982,9,91,1
3308,1356,30,42,2.9501398103139342,37,6,993,9,74,0
3810,260,30,90,7.80966858145778,98,12,969,7,31,0
3800,1743,20,54,5.865388354500957,74,67,996,1,35,0
3126,471,36,55,3.949117965661764,62,63,1018,4,74,0
3622,2493,38,61,2.8503069512251917,43,32,991,1,66,0
3554,1399,18,93,3.5242979647820323,40,78,975,3,92,0
1787,2875,17,88,4.863600552708567,37,42,998,7,46,0
3989,2006,20,70,2.5943609755542947,33,22,1020,1,30,0
2643,2952,18,70,9.678033602890755,72,66,967,8,34,0
1611,2909,32,40,1.9682960013988695,38,27,958,4,72,0
3649,1354,20,50,9.870196910402973,96,69,1015,4,52,0
1811,1325,19,45,8.577039574006054,76,44,1009,1,90,0
3691,509,23,62,4.808364557623651,83,64,986,5,41,0
3361,1515,25,48,7.658347009493891,99,9,996,8,84,0
3038,1945,20,91,7.043637193267474,21,22,978,8,77,1
951,2742,30,55,2.919582261540379,76,42,1012,7,46,0
2023,537,33,97,4.051630775070517,53,33,964,7,94,0
664,2826,25,77,5.618103065249121,68,30,958,8,31,0
681,209,35,83,6.7405976189895425,73,64,1029,8,79,0
3016,248,29,58,5.886054832209593,41,40,1015,1,91,0
1409,1710,38,84,5.256887149058264,63,33,950,2,96,0
3282,2870,23,52,4.988370461094101,54,35,958,8,52,0
1322,1544,38,98,5.484380493655161,48,67,1006,1,85,0
1443,930,33,71,4.909163678613733,25,17,1005,9,28,0
2501,994,39,75,5.871970697911443,56,75,969,9,96,0
2554,1848,33,48,8.991867691420001,77,44,951,2,45,0
829,332,38,85,6.695463817491505,83,74,950,6,64,0
1274,2330,23,85,7.503587874896861,50,6,1023,4,74,0
2698,2304,37,88,6.377348203576989,69,12,1003,7,71,1
3656,575,18,76,6.78715914172602,99,78,968,2,28,0
646,2596,24,70,6.205148456033622,79,47,967,1,98,0
3952,470,23,70,1.2417986997624086,33,53,973,9,26,0
1414,1706,33,98,9.996385439800179,89,26,1001,9,76,0
2071,2358,29,94,1.3024831619160702,30,78,969,9,76,0
1808,275,33,58,4.556332074102883,46,39,960,5,56,0
3247,2156,16,41,1.946041104690401,88,23,1022,3,92,0
581,1866,24,84,1.872356053968392,98,8,1028,6,97,0
1013,528,33,71,8.141742565070352,57,23,1009,1,49,0
2420,2369,31,82,4.833332014222693,81,24,965,8,70,0
3362,240,34,73,8.210248374688884,72,8,962,4,66,0
3256,1390,38,40,3.4550782361274837,99,53,1002,2,73,0
2439,2889,35,60,3.308165126256113,37,30,955,4,42,0
1245,2526,16,42,3.261082436330159,71,7,974,1,98,0
3570,2716,33,66,6.545310637671273,43,56,1012,8,77,0
1909,2256,31,83,8.3349945086104,26,40,996,6,75,0
1206,212,32,46,5.070349090677165,33,45,964,1,50,0
970,1123,31,72,4.413240015769741,69,74,1003,1,87,0
3690,2042,16,48,9.762215987814844,43,55,992,2,81,0
895,1432,33,69,2.0507863241047493,98,20,963,7,79,0
2055,1414,15,57,5.379694138404033,32,51,983,2,56,0
2808,852,25,95,4.67638977863291,38,50,951,3,53,0
1304,1903,39,65,1.8831393692820133,48,59,969,9,20,0
1433,820,24,59,3.4138032587939726,41,43,965,1,60,0
1779,2162,19,77,1.2559709132120083,21,10,1016,9,63,0
2257,1845,30,80,8.892588600846613,96,65,979,6,54,0
1404,2443,38,94,6.4706457609136105,55,13,1000,9,46,0
3797,616,19,70,8.335166480832257,57,15,952,8,40,0
1576,863,38,47,5.693990071626908,37,69,1026,7,91,0
3487,1978,37,62,6.395588464797049,70,63,1000,7,42,0
2390,1579,26,89,7.307690300282484,34,74,995,6,60,0
2023,347,18,64,9.172104647177935,71,11,989,8,99,0
3401,2245,37,86,1.8257669904326117,36,65,978,9,69,1
1887,1588,20,40,3.9785355526215422,96,61,972,8,93,0
1803,2611,33,85,7.381235716300004,41,38,966,9,41,0
1092,1925,23,57,9.625155067012535,73,49,1018,5,59,0
3261,601,26,58,9.827266856410048,71,49,1015,3,21,0
3729,2853,29,90,6.7429270822353615,65,19,972,4,61,1
3179,1715,30,81,2.7423862997938055,23,13,1024,4,49,1
2606,2231,27,91,2.0728802027256106,26,50,1028,9,63,1
627,428,39,92,9.51439279852383,29,50,972,9,29,0
1235,1798,35,45,4.905349205162567,34,40,956,1,82,0
3268,2784,38,56,2.7533442993641635,45,50,992,5,43,0
3686,467,21,85,9.40503264199841,99,46,1011,2,25,0
3780,1628,39,84,1.940718444078807,59,34,983,5,64,1
3073,2016,37,47,7.566139871713676,80,15,1000,5,37,0
1020,1234,34,93,6.627367247890008,35,37,993,3,35,0
3099,1543,18,81,1.7896119794280265,37,44,1019,4,59,1
736,325,25,48,4.048739160754979,94,74,1029,7,35,0
1804,2553,22,76,2.349376205860096,95,47,1004,4,98,0
3930,1925,20,94,6.440487332798452,21,43,1015,3,89,1
3772,1312,39,66,5.294017285096859,73,43,1007,4,32,0
2281,2875,24,75,1.0384761219444187,37,57,992,2,87,0
1801,1575,21,45,9.781395096555173,73,35,1010,1,69,0
3806,888,21,45,4.146261849005864,57,67,987,5,48,0
3041,1480,18,84,3.32383953553345,92,29,977,9,77,0
2551,1432,17,43,3.001986602146924,34,45,1006,9,26,0
3213,480,38,61,2.4293430655621107,83,54,990,1,24,0
941,642,21,79,9.99223368594859,27,63,1022,1,59,0
2576,2063,18,66,3.6559852109344435,65,53,999,8,23,0
3680,1036,27,76,4.6496214750185345,58,34,1010,7,26,0
3157,588,34,41,8.8422032456028,71,49,1018,7,99,0
1304,816,31,48,6.776987531885903,27,72,1012,9,56,0
574,346,21,50,4.318249705707453,69,57,975,5,94,0
3385,720,31,59,9.084955923314677,69,30,975,8,78,0
3717,829,18,91,7.747517819922401,87,75,1022,7,69,0
2675,2681,25,82,3.051104567875297,46,44,972,2,88,1
2589,2391,17,78,6.793650951399284,96,16,1001,2,48,1
1879,488,25,97,9.301586484631613,57,5,1022,4,74,0
540,1609,17,53,5.468147906053713,40,74,1023,1,86,0
3481,213,26,65,7.602511625485005,64,5,1019,5,49,0
2581,456,15,77,9.739933695902433,77,12,953,5,39,0
3588,1921,18,69,7.213727268056916,42,37,950,1,86,0
2200,1623,28,75,1.9219482078947254,73,72,955,5,80,0
3724,1430,15,77,3.201035958381604,49,54,1005,4,63,0
3545,1057,28,74,6.355867936083841,35,10,978,5,75,0
1901,1395,27,94,3.480002338347155,71,64,952,4,98,0
1087,663,27,45,9.617875348502258,60,67,991,9,79,0
2122,469,38,42,4.648168306199564,90,56,958,9,60,0
